geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date,visitor_flows,pop_flows
01,01,-86.8445209956579,32.75687994183124,-86.8445209956579,32.75687994183124,2020-02-15,1084030,11363195.0
01,02,-86.8445209956579,32.75687994183124,-151.25054883603903,63.78846947897309,2020-02-15,40,419.0
01,04,-86.8445209956579,32.75687994183124,-111.6644603390919,34.29309519459155,2020-02-15,347,3637.0
01,05,-86.8445209956579,32.75687994183124,-92.43923686174833,34.899772417519095,2020-02-15,641,6719.0
01,06,-86.8445209956579,32.75687994183124,-119.66384588674073,37.21530826027425,2020-02-15,1015,10639.0
01,08,-86.8445209956579,32.75687994183124,-105.5478211203382,38.99853159698931,2020-02-15,692,7253.0
01,09,-86.8445209956579,32.75687994183124,-72.73825767764087,41.575164149895755,2020-02-15,61,639.0
01,10,-86.8445209956579,32.75687994183124,-75.45249262811382,38.99497528640482,2020-02-15,71,744.0
01,11,-86.8445209956579,32.75687994183124,-77.01629090354399,38.90477388790603,2020-02-15,179,1876.0
01,12,-86.8445209956579,32.75687994183124,-82.46641838867941,28.477058414990193,2020-02-15,17733,185883.0
01,13,-86.8445209956579,32.75687994183124,-83.427140213775,32.63861711465599,2020-02-15,26939,282384.0
01,15,-86.8445209956579,32.75687994183124,-158.1099738068473,20.995111199008754,2020-02-15,89,932.0
01,16,-86.8445209956579,32.75687994183124,-114.6594139607683,44.389055086057056,2020-02-15,108,1132.0
01,17,-86.8445209956579,32.75687994183124,-89.14863899339443,40.124200826969364,2020-02-15,1001,10492.0
01,18,-86.8445209956579,32.75687994183124,-86.28183838774626,39.919869617317666,2020-02-15,624,6540.0
01,19,-86.8445209956579,32.75687994183124,-93.50009011569544,42.07464832674591,2020-02-15,451,4727.0
01,20,-86.8445209956579,32.75687994183124,-98.38015540415404,38.484727072453566,2020-02-15,1773,18585.0
01,21,-86.8445209956579,32.75687994183124,-85.29055223275348,37.5266141736611,2020-02-15,1281,13427.0
01,22,-86.8445209956579,32.75687994183124,-91.81423318426776,30.909072897746587,2020-02-15,4689,49151.0
01,23,-86.8445209956579,32.75687994183124,-69.20275986278288,45.27432853102379,2020-02-15,43,450.0
01,24,-86.8445209956579,32.75687994183124,-76.68717734070266,38.946493962582316,2020-02-15,209,2190.0
01,25,-86.8445209956579,32.75687994183124,-71.503972041848,42.16009326868467,2020-02-15,164,1719.0
01,26,-86.8445209956579,32.75687994183124,-85.73095291151435,44.874773603554026,2020-02-15,417,4371.0
01,27,-86.8445209956579,32.75687994183124,-94.19830560457335,46.3491103788664,2020-02-15,200,2096.0
01,28,-86.8445209956579,32.75687994183124,-89.65335940964671,32.71289227326224,2020-02-15,11988,125662.0
01,29,-86.8445209956579,32.75687994183124,-92.4774251950813,38.3676304410753,2020-02-15,656,6876.0
01,30,-86.8445209956579,32.75687994183124,-109.64520698796639,47.03342111039991,2020-02-15,82,859.0
01,31,-86.8445209956579,32.75687994183124,-99.81085586033895,41.527151125231704,2020-02-15,137,1436.0
01,32,-86.8445209956579,32.75687994183124,-116.65524866805762,39.356185873030874,2020-02-15,396,4151.0
01,33,-86.8445209956579,32.75687994183124,-71.5712431674564,43.68023706030347,2020-02-15,122,1278.0
01,34,-86.8445209956579,32.75687994183124,-74.65561230865505,40.11017985292258,2020-02-15,168,1761.0
01,35,-86.8445209956579,32.75687994183124,-106.1084438818861,34.42130099474041,2020-02-15,184,1928.0
01,36,-86.8445209956579,32.75687994183124,-75.59654322164518,42.92123354806042,2020-02-15,1218,12767.0
01,37,-86.8445209956579,32.75687994183124,-79.1309089183765,35.52603039243224,2020-02-15,2239,23470.0
01,38,-86.8445209956579,32.75687994183124,-100.4693907950372,47.446310421753914,2020-02-15,37,387.0
01,39,-86.8445209956579,32.75687994183124,-82.70937700691634,40.415486910016305,2020-02-15,911,9549.0
01,40,-86.8445209956579,32.75687994183124,-97.50822793037415,35.58346465252368,2020-02-15,345,3616.0
01,41,-86.8445209956579,32.75687994183124,-120.60525631019901,43.94045138675371,2020-02-15,131,1373.0
01,42,-86.8445209956579,32.75687994183124,-77.8389380062834,40.896700506451666,2020-02-15,464,4863.0
01,44,-86.8445209956579,32.75687994183124,-71.52472355562169,41.59463889844585,2020-02-15,30,314.0
01,45,-86.8445209956579,32.75687994183124,-80.86459715523999,33.87785606967731,2020-02-15,1263,13239.0
01,46,-86.8445209956579,32.75687994183124,-100.20335360994393,44.446642078499394,2020-02-15,36,377.0
01,47,-86.8445209956579,32.75687994183124,-86.34341233023672,35.8429801436099,2020-02-15,15754,165139.0
01,48,-86.8445209956579,32.75687994183124,-99.31712096957119,31.447212191842507,2020-02-15,3359,35210.0
01,49,-86.8445209956579,32.75687994183124,-111.67824995489538,39.32376871301901,2020-02-15,170,1782.0
01,50,-86.8445209956579,32.75687994183124,-72.66263037415419,44.075248233178044,2020-02-15,13,136.0
01,51,-86.8445209956579,32.75687994183124,-78.66634949421768,37.510873096830124,2020-02-15,945,9905.0
01,53,-86.8445209956579,32.75687994183124,-120.59289987466929,47.41163921872467,2020-02-15,195,2044.0
01,54,-86.8445209956579,32.75687994183124,-80.61370689717371,38.64256709677464,2020-02-15,157,1645.0
01,55,-86.8445209956579,32.75687994183124,-89.73293305821664,44.63994410730462,2020-02-15,260,2725.0
01,56,-86.8445209956579,32.75687994183124,-107.55139421018234,42.999537462536004,2020-02-15,64,670.0
01,72,-86.8445209956579,32.75687994183124,-66.41466678397286,18.21569833731172,2020-02-15,10,104.0
02,01,-151.25054883603903,63.78846947897309,-86.8445209956579,32.75687994183124,2020-02-15,30,724.0
02,02,-151.25054883603903,63.78846947897309,-151.25054883603903,63.78846947897309,2020-02-15,52719,1273814.0
02,04,-151.25054883603903,63.78846947897309,-111.6644603390919,34.29309519459155,2020-02-15,382,9230.0
